名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,都道府県,電話番号,携帯,キャリア,カレーの食べ方
伊丹 夏空,いたみ そら,itami_sora@example.com,女,62,1959/5/21,既婚,千葉県,0  -297-2384,080-5148-8837,ドコモ,右ルー・せき止め派
志村 俊二,しむら しゅんじ,shimura_shunji@example.com,男,63,1958/8/9,既婚,長野県,018-993-6912,080-7523-5014,ドコモ,左ルー・ルー攻め派
はしの ちえみ,はしの ちえみ,hashino_chiemi@example.com,女,29,1992/2/7,既婚,鹿児島県,027-345-8132,080-2010-1333,ソフトバンク,ぶっかけ・ナン派
勝地 はるか,かつぢ はるか,katsudi_haruka@example.com,女,71,1950/7/11,既婚,埼玉県,0 5-845-9933,080-4381-1686,ドコモ,手前ルー・ルー攻め派
宮坂 芽以,みやさか めい,miyasaka_mei@example.com,女,23,1998/4/25,既婚,奈良県,0 1- 95-7870,090-4987-6976,ドコモ,左ルー・混ぜ混ぜ派
前田 陽子,まえだ ようこ,maeda_youko@example.com,女,75,1945/11/19,既婚,北海道,071-376-5780,090-9509-2063,ドコモ,左ルー・ナン派
阿久津 咲,あくつ さき,akutsu_saki@example.com,女,62,1959/4/29,既婚,大阪府,0 1-803-4929,090-8448-9659,ドコモ,奥ルー・混ぜ混ぜ派
神戸 照生,こうべ てるお,koube_teruo@example.com,男,32,1988/10/3,既婚,愛知県,054-267-9189,090-8980-2098,ドコモ,左ルー・別口派
大坂 直人,おおさか なおと,oosaka_naoto@example.com,男,22,1999/7/7,未婚,神奈川県,046-243-7477,090-3950-1933,ドコモ,左ルー・ルー攻め派
猪股 優,いのまた ゆう,inomata_yuu@example.com,女,26,1995/8/12,未婚,茨城県,091-349-3141,090-4171-4012,au,ぶっかけ・混ぜ混ぜ派
小幡 里穂,おばた りほ,obata_riho@example.com,女,62,1958/11/30,既婚,沖縄県,025-760-4524,090-9945-8715,ドコモ,別盛り・ナン派
飯島 里穂,いいじま りほ,iijima_riho@example.com,女,31,1990/8/6,既婚,奈良県,091-225-9537,080-3780-4212,ドコモ,左ルー・混ぜ混ぜ派
土谷 ひろみ,つちや ひろみ,tsuchiya_hiromi@example.com,女,21,2000/8/23,未婚,北海道,015-203-1770,080-8460-2801,ドコモ,手前ルー・混ぜ混ぜ派
久保 竜也,くぼ たつや,kubo_tatsuya@example.com,男,44,1977/6/13,既婚,埼玉県,096-976-7177,080-9009-2652,ドコモ,ぶっかけ・せき止め派
玉城 雅彦,たまき まさひこ,tamaki_masahiko@example.com,男,55,1965/12/22,既婚,京都府,079-489-2079,090-4505-1290,au,別盛り・せき止め派
富山 丈雄,とみやま たけお,tomiyama_takeo@example.com,男,22,1999/6/13,未婚,群馬県,018-802-9609,080-3399- 873,ドコモ,ぶっかけ・せき止め派
中本 充則,なかもと みつのり,nakamoto_mitsunori@example.com,男,35,1986/3/21,既婚,千葉県,030-320-7263,090-3357-6833,ドコモ,右ルー・混ぜ混ぜ派
大矢 ケンイチ,おおや けんいち,ooya_kenichi@example.com,男,59,1962/7/30,既婚,神奈川県,032-566-7468,090-4100- 920,ドコモ,奥ルー・別口派
藤沢 雅彦,ふじさわ まさひこ,fujisawa_masahiko@example.com,男,55,1965/10/27,既婚,神奈川県,0 6-176-1916,090-5981-6896,ソフトバンク,ぶっかけ・ルー攻め派
小笠原 聡,おがさわら さとし,ogasawara_satoshi@example.com,男,69,1951/11/2,既婚,青森県,071-364-1778,090-8687-3686,ソフトバンク,右ルー・せき止め派
吉田 亮,よしだ りょう,yoshida_ryou@example.com,男,31,1990/8/2,既婚,鳥取県,082-158-7201,090-1210-7636,ドコモ,左ルー・混ぜ混ぜ派
武田 なぎさ,たけだ なぎさ,takeda_nagisa@example.com,女,28,1993/2/3,既婚,宮崎県,068- 62-9144,090- 755-7995,ドコモ,左ルー・せき止め派
井上 照生,いのうえ てるお,inoue_teruo@example.com,男,54,1967/6/18,既婚,埼玉県,092-355-9335,080-9181-8274,ソフトバンク,奥ルー・ルー攻め派
茂木 人志,もぎ ひとし,mogi_hitoshi@example.com,男,52,1969/6/19,既婚,島根県,036-703-2383,090-6897-3644,ドコモ,左ルー・せき止め派
塩見 菜々美,しおみ ななみ,shiomi_nanami@example.com,女,60,1961/5/1,既婚,鳥取県,092-714- 895,080-6997- 247,au,右ルー・混ぜ混ぜ派
影山 薫,かげやま かおる,kageyama_kaoru@example.com,女,64,1957/5/15,既婚,福岡県,081-561- 704,090-6999-4303,ツーカー,手前ルー・混ぜ混ぜ派
萩原 礼子,はぎわら れいこ,hagiwara_reiko@example.com,女,33,1988/4/2,既婚,新潟県,059-921-3937,080-6254-6240,ソフトバンク,ぶっかけ・混ぜ混ぜ派
加藤 祐一,かとう ゆういち,katou_yuuichi@example.com,男,21,2000/3/28,既婚,岩手県,068-417-9695,090- 123-1281,ドコモ,手前ルー・せき止め派
北条 璃奈子,ほうじょう りなこ,houjou_rinako@example.com,女,70,1950/12/3,既婚,千葉県,090-928-9786,080-6157-8630,ソフトバンク,左ルー・別口派
小栗 奈央,おぐり なお,oguri_nao@example.com,女,40,1981/1/18,既婚,沖縄県,085-546-1337,080-5334-4951,ドコモ,ぶっかけ・混ぜ混ぜ派
伊藤 ケンイチ,いとう けんいち,itou_kenichi@example.com,男,55,1966/7/6,既婚,石川県,039-717-1327,090-5658-  55,ドコモ,ぶっかけ・せき止め派
佐久間 敏也,さくま としや,sakuma_toshiya@example.com,男,27,1993/12/5,未婚,福島県,069-694-8160,090-7943-3150,ソフトバンク,ぶっかけ・混ぜ混ぜ派
細川 美月,ほそかわ みづき,hosokawa_miduki@example.com,女,47,1974/9/15,既婚,神奈川県,010-273-2074,090-9854-7998,ドコモ,右ルー・せき止め派
前田 人志,まえだ ひとし,maeda_hitoshi@example.com,男,21,2000/4/13,未婚,新潟県,041-919- 325,090-1411-2219,ドコモ,左ルー・せき止め派
大森 まさみ,おおもり まさみ,oomori_masami@example.com,女,33,1987/12/9,既婚,大阪府,087-338-9783,090-4808-7143,ソフトバンク,別盛り・混ぜ混ぜ派
秋本 さゆり,あきもと さゆり,akimoto_sayuri@example.com,女,47,1973/12/10,既婚,佐賀県,016-846-4241,090-2245-4107,ドコモ,左ルー・ルー攻め派
岡 佳乃,おか よしの,oka_yoshino@example.com,女,79,1942/9/3,既婚,東京都,060-621-2154,090-7935-6362,ソフトバンク,右ルー・混ぜ混ぜ派
野沢 まみ,のざわ まみ,nozawa_mami@example.com,女,63,1958/2/18,既婚,奈良県,060- 42-8666,090-5660-3607,ソフトバンク,手前ルー・ルー攻め派
相原 陽子,あいはら ようこ,aihara_youko@example.com,女,58,1963/8/6,既婚,高知県,052-612- 949,080-9977-6586,au,ぶっかけ・別口派
松木 そら,まつき そら,matsuki_sora@example.com,女,39,1982/4/1,既婚,石川県,089-384-4120,090-8656-6589,ソフトバンク,左ルー・混ぜ混ぜ派
生瀬 なつみ,なませ なつみ,namase_natsumi@example.com,女,68,1952/10/27,既婚,千葉県,0 5-112-3402,080-3552-7064,ドコモ,右ルー・せき止め派
水島 まみ,みずしま まみ,mizushima_mami@example.com,女,26,1995/7/27,既婚,大阪府,086-567-3555,080-7089-8361,ドコモ,ぶっかけ・せき止め派
新谷 勤,あらや つとむ,araya_tsutomu@example.com,男,76,1945/6/26,既婚,愛知県,080- 59-6113,090-9312-6285,ドコモ,ぶっかけ・混ぜ混ぜ派
稲田 樹里,いなだ じゅり,inada_juri@example.com,女,38,1983/8/21,既婚,愛知県,018-401-6303,080-8924-7001,au,ぶっかけ・別口派
塩沢 佳乃,しおざわ よしの,shiozawa_yoshino@example.com,女,36,1985/5/21,既婚,東京都,016-574-1222,090-7562-1604,au,右ルー・別口派
尾崎 さとみ,おざき さとみ,ozaki_satomi@example.com,女,69,1952/5/16,既婚,三重県,054-676-5100,090-7207-2546,ドコモ,手前ルー・別口派
児島 七世,こじま ななせ,kojima_nanase@example.com,女,55,1966/3/30,既婚,東京都,063-947-7281,080-7995- 772,ドコモ,ぶっかけ・せき止め派
金井 サダヲ,かない さだお,kanai_sadawo@example.com,男,69,1951/11/2,既婚,山口県,094-611-7013,080-6959-3607,ドコモ,ぶっかけ・ルー攻め派
太田 窈,おおた よう,oota_you@example.com,女,73,1948/7/24,既婚,愛知県,076- 49- 108,090-9512-1657,ドコモ,奥ルー・ルー攻め派
須田 朝陽,すだ あさひ,suda_asahi@example.com,女,64,1957/1/23,既婚,兵庫県,082-799-2834,080-7443-7550,au,左ルー・ルー攻め派
板垣 右京,いたがき うきょう,itagaki_ukyou@example.com,男,68,1953/8/1,既婚,岡山県,056-247- 106,080-6031- 460,ドコモ,左ルー・せき止め派
筧 杏,かけい あん,kakei_ann@example.com,女,36,1985/3/15,既婚,山口県,077-664-4285,090-1157-1080,ドコモ,ぶっかけ・せき止め派
宇佐美 ジローラモ,うさみ じろーらも,usami_girolamo@example.com,男,21,2000/6/2,未婚,新潟県,085-442-2437,090-1812-2212,ドコモ,ぶっかけ・ルー攻め派
小田島 精児,おだじま せいじ,odajima_seiji@example.com,男,29,1992/3/6,既婚,東京都,073-890-6612,090-9926-5046,ドコモ,ぶっかけ・せき止め派
岸本 賢治,きしもと けんじ,kishimoto_kenji@example.com,男,75,1946/3/20,既婚,北海道,058-571-1684,080-5207-9422,au,左ルー・せき止め派
木本 まみ,きもと まみ,kimoto_mami@example.com,女,75,1946/7/16,既婚,愛媛県,037-659-8788,090-1082-  80,ドコモ,手前ルー・せき止め派
矢田 薫,やだ かおる,yada_kaoru@example.com,女,61,1959/9/27,既婚,島根県,053-743-5341,090-6384-7564,ソフトバンク,ぶっかけ・ルー攻め派
草村 雅彦,くさむら まさひこ,kusamura_masahiko@example.com,男,24,1997/9/19,未婚,埼玉県,013-628-2509,090-5607-  21,ドコモ,右ルー・混ぜ混ぜ派
塩谷 和久,しおたに かずひさ,shiotani_kazuhisa@example.com,男,49,1972/7/12,既婚,大分県,081-953-3257,080- 207-6770,ドコモ,奥ルー・混ぜ混ぜ派
稲葉 ひとみ,いなば ひとみ,inaba_hitomi@example.com,女,34,1987/2/19,既婚,滋賀県,013-964-8216,090-4796-9725,ツーカー,左ルー・ルー攻め派
吉原 茜,よしわら あかね,yoshiwara_akane@example.com,女,42,1979/3/29,既婚,山形県,087-194-4388,090-7958-6505,ドコモ,ぶっかけ・別口派
川井 光良,かわい てるよし,kawai_teruyoshi@example.com,男,52,1969/3/31,既婚,福岡県,048-598-2965,090-6601-3559,au,右ルー・せき止め派
千田 恵望子,せんだ えみこ,sennda_emiko@example.com,女,33,1988/4/24,既婚,愛知県,074-177-6520,080-1332-1148,au,別盛り・混ぜ混ぜ派
岩本 咲,いわもと さき,iwamoto_saki@example.com,女,53,1967/11/9,既婚,千葉県,057-166-5073,090-7138- 478,ドコモ,左ルー・ルー攻め派
中西 結子,なかにし ゆうこ,nakanishi_yuuko@example.com,女,44,1977/2/22,既婚,長崎県,094-256-1722,090-4879-7408,ドコモ,ぶっかけ・別口派
塩谷 ひとみ,しおや ひとみ,shioya_hitomi@example.com,女,53,1968/6/3,既婚,新潟県,020-769- 805,080-9237-6062,au,左ルー・ルー攻め派
福士 信吾,ふくし しんご,fukushi_shingo@example.com,男,67,1954/8/17,既婚,大阪府,071-111-3439,080- 799-2056,ソフトバンク,ぶっかけ・せき止め派
片桐 友香,かたぎり ともか,katagiri_tomoka@example.com,女,41,1979/12/26,未婚,広島県,084-827-9071,090- 325-1389,au,右ルー・せき止め派
村上 進,むらかみ すすむ,murakami_susumu@example.com,男,28,1993/3/11,既婚,北海道,0 3-998-1173,090-8928-2430,ドコモ,ぶっかけ・せき止め派
大高 裕司,おおだか ゆうじ,oodaka_yuuji@example.com,男,47,1973/11/23,既婚,愛知県,087-575-6488,090-8441-5808,ドコモ,右ルー・別口派
三枝 杏,さんし あん,sannshi_ann1@example.com,女,26,1995/1/29,既婚,神奈川県,040-627-6579,080-8186-9554,ツーカー,左ルー・ルー攻め派
前原 聡,まえはら さとし,maehara_satoshi@example.com,男,56,1965/4/21,既婚,石川県,071-677-9060,080-8515- 532,ドコモ,左ルー・別口派
五味 七世,ごみ ななせ,gomi_nanase@example.com,女,21,2000/5/13,未婚,長野県,043-338-1831,090-7670-9430,ドコモ,右ルー・別口派
小田 沙耶,おだ さや,oda_saya@example.com,女,44,1976/12/14,既婚,京都府,044-412-5387,080-2198-4986,ドコモ,右ルー・混ぜ混ぜ派
榎本 真吾,えのもと しんご,enomoto_shingo@example.com,男,64,1956/10/2,既婚,山梨県,0 8-926-8566,090-1536-2611,ドコモ,奥ルー・ナン派
原 洋,はら よう,hara_you@example.com,男,52,1969/5/10,既婚,宮城県,050-260-1398,080-2716- 204,ドコモ,左ルー・せき止め派
黒木 龍吉,くろき りゅうきち,kuroki_ryuukichi@example.com,男,64,1957/5/5,既婚,神奈川県,037-236-4247,080-1119-1353,ドコモ,ぶっかけ・混ぜ混ぜ派
有田 由樹,ありた ゆき,arita_yuki@example.com,女,59,1962/8/14,既婚,大阪府,0 5-395-8595,090-1364-7224,ドコモ,左ルー・せき止め派
大滝 サンタマリア,おおたき さんたまりあ,ootaki_stmaria@example.com,男,43,1977/12/19,既婚,広島県,044-337-1757,090-1346-8997,ドコモ,ぶっかけ・混ぜ混ぜ派
松山 季衣,まつやま としえ,matsuyama_toshie@example.com,女,60,1961/8/21,既婚,栃木県,032-189-2263,080-2908-8641,au,手前ルー・混ぜ混ぜ派
河内 薫,かわうち かおる,kawauchi_kaoru@example.com,女,35,1986/4/3,未婚,岡山県,030-895-3450,080-4392-3945,ドコモ,ぶっかけ・せき止め派
鶴岡 寿々花,つるおか すずか,tsuruoka_suzuka@example.com,女,69,1951/12/6,既婚,秋田県,030-322-4154,090-5989-5181,ソフトバンク,左ルー・ルー攻め派
鈴木 薫,すずき かおる,suzuki_kaoru@example.com,女,53,1968/2/11,既婚,神奈川県,027-522-8809,080-3641-7485,ドコモ,左ルー・混ぜ混ぜ派
大平 夏空,おおひら そら,oohira_sora@example.com,女,45,1976/7/6,既婚,東京都,093- 97-8193,080-9734-9742,ドコモ,手前ルー・ナン派
阪口 草太,さかぐち そうた,sakaguchi_souta@example.com,男,28,1993/2/26,既婚,宮崎県,090-297-  48,080-7124-1312,au,左ルー・別口派
田端 ひとみ,たばた ひとみ,tabata_hitomi@example.com,女,72,1949/5/25,既婚,秋田県,063-814-1352,090-5587-1049,ソフトバンク,奥ルー・せき止め派
宮原 まみ,みやはら まみ,miyahara_mami@example.com,女,26,1995/1/28,既婚,北海道,031-830- 764,090-3373-8225,ドコモ,左ルー・ルー攻め派
熊倉 賢二,くまくら けんじ,kumakura_kenji@example.com,男,48,1972/11/11,未婚,滋賀県,071-742-9021,080-8960-8995,au,左ルー・ナン派
田島 佳乃,たじま よしの,tajima_yoshino@example.com,女,22,1998/11/28,未婚,京都府,048-  8-3955,090-1914-4712,ソフトバンク,奥ルー・別口派
石坂 晃司,いしざか こうじ,ishizaka_kouji@example.com,男,62,1959/6/20,既婚,福井県,025-724-5302,090-9969-5022,au,左ルー・ルー攻め派
宍戸 一徳,ししど いっとく,shishido_ittoku@example.com,男,77,1944/3/15,既婚,広島県,036-826-5691,080-9255-4954,ドコモ,左ルー・せき止め派
浦田 雅彦,うらた まさひこ,urata_masahiko@example.com,男,53,1967/11/20,既婚,茨城県,0 8-349-9491,080-1531-2501,au,右ルー・ルー攻め派
五味 明日,ごみ めいび,gomi_meibi@example.com,女,66,1955/2/16,既婚,長野県,036-339-4680,080-8446-7265,au,左ルー・ルー攻め派
広末 ノブヒコ,ひろすえ のぶひこ,hirosue_nobuhiko@example.com,男,71,1950/9/16,既婚,新潟県,074-999-2113,090-6917-9437,ドコモ,左ルー・せき止め派
角田 雅彦,かどた まさひこ,kadota_masahiko@example.com,男,63,1957/12/20,既婚,大阪府,022-478-9733,090-8968-4288,ドコモ,手前ルー・ルー攻め派
玉城 景子,たまき けいこ,tamaki_keiko@example.com,女,60,1960/12/31,既婚,千葉県,080- 63-3630,080-9675-1758,au,左ルー・せき止め派
砂川 ケンイチ,すなかわ けんいち,sunakawa_kenichi@example.com,男,48,1973/5/28,既婚,兵庫県,080-324-2059,080-8066-7126,ドコモ,奥ルー・ナン派
西田 亮介,にしだ りょうすけ,nishida_ryousuke@example.com,男,23,1998/5/24,未婚,大分県,052-872-2158,090-7212-7804,ドコモ,ぶっかけ・せき止め派
鬼頭 真悠子,きとう まゆこ,kitou_mayuko@example.com,女,76,1945/9/12,既婚,愛知県,070-566-5669,080-8580-2103,ドコモ,左ルー・せき止め派
浅田 里奈,あさだ りな,asada_rina@example.com,女,77,1943/12/11,既婚,北海道,059-952- 125,080-2796-7660,ドコモ,左ルー・混ぜ混ぜ派
小峰 恵美,こみね めぐみ,komine_megumi@example.com,女,34,1987/7/21,既婚,千葉県,026-939-2138,090-8912-5010,au,ぶっかけ・混ぜ混ぜ派
青山 紗季,あおやま さき,aoyama_saki@example.com,女,78,1943/5/10,既婚,広島県,095-631-3968,080- 423-6115,au,ぶっかけ・せき止め派
広末 由宇,ひろすえ ゆう,hirosue_yuu@example.com,女,30,1991/8/22,既婚,千葉県,018-691-6484,080- 309-5245,ドコモ,ぶっかけ・せき止め派
小野 陽介,おの ようすけ,ono_yousuke@example.com,男,47,1973/9/30,既婚,埼玉県,052-523-7577,090-4061-5806,au,手前ルー・せき止め派
柴田 徹,しばた とおる,shibata_tooru@example.com,男,53,1967/11/27,既婚,東京都,032-867-4279,080-2765-1338,ドコモ,左ルー・せき止め派
染谷 惇,そめや あつし,someya_atsushi@example.com,男,33,1988/2/19,既婚,東京都,016-179-8779,080-2198-7543,ドコモ,手前ルー・ルー攻め派
熊田 竜也,くまだ たつや,kumada_tatsuya@example.com,男,29,1991/12/28,未婚,青森県,017-164-2800,090-8076-1918,ドコモ,右ルー・ナン派
阿部 正義,あべ まさよし,abe_masayoshi@example.com,男,48,1973/1/13,既婚,島根県,049-617-7744,080-1335-2514,ソフトバンク,奥ルー・ルー攻め派
阿久津 染五郎,あくつ そめごろう,akutsu_somegorou@example.com,男,69,1952/5/22,既婚,茨城県,043-431-8137,090-7941-1220,ドコモ,左ルー・ルー攻め派
宇多田 友以乃,うただ ゆいの,utada_yuino@example.com,女,54,1966/10/8,既婚,北海道,087-502-3539,080-6067-3805,au,ぶっかけ・ルー攻め派
有田 和香,ありた わか,arita_waka@example.com,女,74,1947/3/22,既婚,埼玉県,075-554- 885,080-4050-5396,ソフトバンク,左ルー・せき止め派
橘 一,たちばな はじめ,tachibana_hajime@example.com,男,78,1942/11/25,既婚,滋賀県,014-221-9435,090-1753-7497,au,手前ルー・せき止め派
星 利夫,ほし としお,hoshi_toshio@example.com,男,49,1971/9/26,既婚,福島県,041- 93-7946,090-4112-6231,au,左ルー・ルー攻め派
高畑 美里,たかはた みり,takahata_miri@example.com,女,37,1983/12/2,未婚,山形県,075-305-1925,090-7414-6475,au,奥ルー・混ぜ混ぜ派
成海 了,なるみ りょう,narumi_ryou@example.com,男,78,1943/1/1,既婚,岐阜県,054- 56-9991,090-1651- 711,ドコモ,左ルー・混ぜ混ぜ派
伊沢 洋介,いざわ ようすけ,izawa_yousuke@example.com,男,24,1996/10/3,既婚,福岡県,017-505-9309,080-3517-8594,ソフトバンク,ぶっかけ・せき止め派
福岡 芽以,ふくおか めい,fukuoka_mei@example.com,女,31,1990/9/17,既婚,福岡県,035-726-7465,080-4089-4350,ドコモ,右ルー・混ぜ混ぜ派
小野寺 俊二,おのでら しゅんじ,onodera_shunji@example.com,男,72,1949/1/23,既婚,福井県,014-886- 536,090-1318-7452,ドコモ,左ルー・せき止め派
池内 敏也,いけうち としや,ikeuchi_toshiya@example.com,男,68,1953/8/6,既婚,愛知県,080-963-4264,090-9985-1053,ドコモ,左ルー・混ぜ混ぜ派
今川 朝陽,いまがわ あさひ,imagawa_asahi@example.com,女,23,1998/6/5,既婚,山形県,078-777-1697,080-7790-4753,au,ぶっかけ・ルー攻め派
金井 まみ,かない まみ,kanai_mami@example.com,女,36,1985/1/14,既婚,宮城県,064-534-2365,090-8435-9481,au,奥ルー・ルー攻め派
星野 サンタマリア,ほしの さんたまりあ,hoshino_stmaria@example.com,女,22,1999/5/17,未婚,東京都,043-617-3615,080-8461-9390,ドコモ,ぶっかけ・別口派
伊集院 啓介,いじゅういん けいすけ,ijuuin_keisuke@example.com,男,67,1953/11/7,既婚,鹿児島県,0 7-653- 950,090-1731-1333,ドコモ,ぶっかけ・せき止め派
宮里 玲那,みやざと れな,miyazato_rena@example.com,女,67,1954/5/26,既婚,宮城県,037-279-3009,090-7737-1955,ドコモ,左ルー・ナン派
杉下 優,すぎした ゆう,sugishita_yuu@example.com,女,27,1993/10/24,既婚,石川県,062-641-8974,090-3358-  61,ドコモ,右ルー・ルー攻め派
及川 彩,おいかわ あや,oikawa_aya@example.com,女,57,1963/12/16,既婚,北海道,053-650- 389,080-7733-7581,ソフトバンク,左ルー・ルー攻め派
杉田 啓介,すぎた けいすけ,sugita_keisuke@example.com,男,51,1970/8/27,既婚,愛知県,052-863-6164,090-5212-8179,ドコモ,ぶっかけ・せき止め派
中尾 基祐,なかお きすけ,nakao_kisuke@example.com,男,75,1946/9/9,既婚,東京都,084-574-7072,090-6158-9317,au,奥ルー・混ぜ混ぜ派
松澤 和久,まつざわ かずひさ,matsuzawa_kazuhisa@example.com,男,33,1988/1/29,未婚,岡山県,017-481-4809,090-2473-9866,ソフトバンク,手前ルー・せき止め派
山岡 真帆,やまおか まほ,yamaoka_maho@example.com,女,51,1970/7/4,既婚,滋賀県,070- 34-6230,090-1231-4582,ドコモ,ぶっかけ・せき止め派
五大 奈々,ごだい なな,godai_nana@example.com,女,30,1990/12/12,既婚,岡山県,062-748-5480,090-2341-4146,ドコモ,ぶっかけ・せき止め派
森口 勇太,もりぐち ゆうた,moriguchi_yuuta@example.com,男,73,1948/9/21,既婚,鹿児島県,099-720-2852,090-1745-8357,ソフトバンク,別盛り・混ぜ混ぜ派
和田 洋,わだ よう,wada_you@example.com,男,62,1958/11/13,既婚,東京都,064- 62-8803,080-3647- 215,au,右ルー・別口派
梅津 砂羽,うめづ さわ,umedu_sawa@example.com,女,22,1999/7/14,未婚,鹿児島県,081-766-2279,080-7113-6554,ドコモ,右ルー・せき止め派
池内 信吾,いけうち しんご,ikeuchi_shingo@example.com,男,58,1963/8/29,既婚,群馬県,039- 62-4834,080-6783-5608,au,左ルー・混ぜ混ぜ派
塩見 ひろ子,しおみ ひろこ,shiomi_hiroko@example.com,女,26,1995/1/8,既婚,静岡県,070-494-1573,090-1235-1481,au,奥ルー・ナン派
池畑 砂羽,いけはた さわ,ikehata_sawa@example.com,女,61,1959/11/18,既婚,埼玉県,029-976-8446,080-2968- 474,au,右ルー・せき止め派
黒沢 優,くろさわ ゆう,kurosawa_yuu@example.com,女,48,1972/10/17,未婚,千葉県,023-347-8846,090- 386-6078,ドコモ,左ルー・ルー攻め派
坂本 賢治,さかもと けんじ,sakamoto_kenji@example.com,男,42,1979/2/16,既婚,大阪府,092-636-9008,080-1857-8494,ドコモ,ぶっかけ・混ぜ混ぜ派
城咲 しぼり,しろさき しぼり,shirosaki_shibori@example.com,女,70,1951/2/26,既婚,東京都,035-452-4988,090-8527-8141,ソフトバンク,左ルー・別口派
増井 なつみ,ますい なつみ,masui_natsumi@example.com,女,80,1941/5/26,既婚,愛知県,061-788-9246,080-6405-6538,au,左ルー・混ぜ混ぜ派
榊原 雅彦,さかきばら まさひこ,sakakibara_masahiko@example.com,男,49,1972/1/13,既婚,埼玉県,085-648-9927,080-7923-4418,ドコモ,右ルー・ルー攻め派
松田 遥,まつだ はるか,matsuda_haruka@example.com,女,35,1986/9/11,既婚,三重県,014-439-8841,080- 298-9039,ドコモ,別盛り・混ぜ混ぜ派
荻野 美紀,おぎの みき,ogino_miki@example.com,女,33,1988/5/22,未婚,埼玉県,020-913-3111,080-5859- 799,au,左ルー・せき止め派
豊島 浩太郎,とよしま こうたろう,toyoshima_koutarou@example.com,男,22,1998/11/21,既婚,岩手県,098-815-4992,080-3748-5435,ドコモ,左ルー・混ぜ混ぜ派
熊谷 友以乃,くまがや ゆいの,kumagaya_yuino@example.com,女,63,1958/5/1,既婚,茨城県,0 6-756-9341,090-5464-7109,ドコモ,奥ルー・せき止め派
浅田 砂羽,あさだ さわ,asada_sawa@example.com,女,32,1989/7/1,既婚,埼玉県,037-661-3381,080-9006-2073,ドコモ,ぶっかけ・別口派
牧田 たまき,まきた たまき,makita_tamaki@example.com,女,55,1966/1/14,既婚,福岡県,011-520-8261,080-8250-2488,ドコモ,左ルー・せき止め派
森谷 六郎,もりや ろくろう,moriya_rokurou@example.com,男,22,1999/1/26,未婚,秋田県,083-544-7787,090-9091-8577,ドコモ,別盛り・ルー攻め派
石黒 幸子,いしぐろ さちこ,ishiguro_sachiko@example.com,女,26,1995/1/8,既婚,静岡県,022-498-1618,090-4366- 119,ドコモ,手前ルー・ナン派
磯村 莉央,いそむら りお,isomura_rio@example.com,女,27,1994/1/19,既婚,東京都,082- 72- 902,090-1665-1503,au,右ルー・せき止め派
唐沢 右京,からさわ うきょう,karasawa_ukyou@example.com,男,34,1987/5/16,未婚,埼玉県,094-623-2255,090-3364-3355,au,左ルー・別口派
後藤 扶樹,ごとう もとき,gotou_motoki@example.com,男,78,1943/7/5,既婚,千葉県,086-384-5924,090-3072-8469,au,左ルー・ルー攻め派
黒沢 倫子,くろさわ のりこ,kurosawa_noriko@example.com,女,78,1943/2/9,既婚,広島県,056-524-1710,080-9707- 305,ドコモ,左ルー・せき止め派
三田 南朋,みた なお,mita_nao@example.com,女,31,1990/9/9,未婚,和歌山県,084-134-9840,090-1820-4439,ドコモ,奥ルー・せき止め派
戎 俊二,えびす しゅんじ,ebisu_shunji@example.com,男,64,1957/3/13,既婚,東京都,080-513-6446,090- 738-2449,au,右ルー・ナン派
河本 早織,こうもと さおり,koumoto_saori@example.com,女,41,1980/3/31,既婚,神奈川県,069-476-8264,090-7320- 723,ドコモ,ぶっかけ・ナン派
関根 璃子,せきね りこ,sekine_riko@example.com,女,31,1989/10/22,既婚,兵庫県,080-657-9093,080-8776-8350,ドコモ,奥ルー・別口派
有田 翔子,ありた しょうこ,arita_shouko@example.com,女,68,1952/12/5,既婚,大阪府,091-954-1650,090-4343-5565,ドコモ,左ルー・ルー攻め派
生瀬 隼士,なませ しゅんじ,namase_shunji@example.com,男,20,2000/12/17,未婚,愛知県,034-567-6296,090-8655- 984,ドコモ,右ルー・ルー攻め派
武藤 哲平,むとう てっぺい,mutou_teppei@example.com,男,48,1973/1/9,既婚,愛知県,062-900-2424,090-4492-8649,ソフトバンク,ぶっかけ・せき止め派
田村 真悠子,たむら まゆこ,tamura_mayuko@example.com,女,21,1999/11/2,未婚,千葉県,0 1-341-1961,080-6959-5975,ドコモ,ぶっかけ・せき止め派
石倉 慎之介,いしくら しんのすけ,ishikura_shinnosuke@example.com,男,64,1957/6/13,既婚,群馬県,084-857-6856,090-5792-3749,ソフトバンク,ぶっかけ・ルー攻め派
古川 美希,ふるかわ みき,furukawa_miki@example.com,女,65,1956/5/17,既婚,広島県,039-638-6165,090-3904-4634,au,右ルー・別口派
新谷 美優,あらや みゅう,araya_myuu@example.com,女,71,1950/9/19,既婚,大阪府,0 3-378-3862,080-3753-4754,ソフトバンク,左ルー・混ぜ混ぜ派
浅野 充則,あさの みつのり,asano_mitsunori@example.com,男,55,1966/6/14,既婚,長崎県,019-791-2221,090-2766-2083,ドコモ,右ルー・ナン派
大村 淳子,おおむら あつこ,oomura_atsuko@example.com,女,54,1966/11/7,既婚,兵庫県,021-490- 389,080-4779-1194,au,ぶっかけ・混ぜ混ぜ派
